gene_id,ctrl_1,ctrl_2,ctrl_3,treat_1,treat_2,treat_3
ENSG00003966,202,297,571,524,283,181
ENSG00003967,936,999,1030,1866,835,468
ENSG00003968,244,244,524,587,470,355
ENSG00003969,164,192,190,872,112,291
ENSG00003970,11,13,11,38,13,5
ENSG00003971,65,77,125,190,35,56
ENSG00003972,52,64,63,130,41,77
ENSG00003973,111,83,105,135,80,38
ENSG00003974,177,132,294,458,162,185
ENSG00003975,2,0,2,3,1,1
ENSG00003976,14,15,23,51,7,16
ENSG00003977,164,174,244,413,216,200
ENSG00003978,21,36,21,47,18,42
ENSG00003979,100,57,129,241,85,114
ENSG00003980,588,698,712,2602,358,292
ENSG00003981,183,99,344,2160,371,716
ENSG00003982,10,20,10,30,7,25
ENSG00003983,640,251,519,1964,1056,414
ENSG00003984,101,58,96,200,88,54
ENSG00003985,71,69,91,346,94,106
ENSG00003986,58,29,23,81,24,20
ENSG00003987,86,136,134,764,266,285
ENSG00003988,134,218,298,193,111,163
ENSG00003989,7,5,3,9,7,5
ENSG00003990,260,106,192,558,122,166
ENSG00003991,313,221,532,1054,605,478
ENSG00003992,723,721,717,2878,775,960
ENSG00003993,15,13,55,37,13,29
ENSG00003994,6,13,4,8,4,1
ENSG00003995,190,111,321,731,506,221
ENSG00003996,782,1488,1079,3001,1302,1612
ENSG00003997,71,84,89,194,200,32
ENSG00003998,5,11,5,24,11,10
ENSG00003999,163,225,390,607,146,156
ENSG00004000,27,36,67,115,32,44
ENSG00004001,22,39,58,129,28,16
ENSG00004002,91,57,126,602,149,179
ENSG00004003,8,17,10,91,10,18
ENSG00004004,3,9,20,76,21,28
ENSG00004005,45,71,62,404,107,240
ENSG00004006,23,18,21,59,34,25
ENSG00004007,174,77,83,345,102,92
ENSG00004008,354,126,401,517,475,122
ENSG00004009,59,46,61,78,77,96
ENSG00004010,484,155,283,1006,396,426
ENSG00004011,53,23,70,79,87,44
ENSG00004012,62,63,42,163,117,136
ENSG00004013,43,27,15,159,70,37
ENSG00004014,18,21,14,41,30,10
ENSG00004015,39,8,11,52,18,13
ENSG00004016,14,28,17,47,30,14
ENSG00004017,15,37,90,68,71,53
ENSG00004018,88,29,44,274,70,268
ENSG00004019,51,61,103,161,155,96
ENSG00004020,725,417,434,298,273,332
ENSG00004021,46,33,63,193,105,57
ENSG00004022,178,163,49,472,104,131
ENSG00004023,26,34,22,144,17,19
ENSG00004024,180,58,384,112,217,119
ENSG00004025,6,1,1,5,0,1
ENSG00004026,41,31,127,295,81,42
ENSG00004027,6,10,19,35,4,7
ENSG00004028,133,224,160,599,398,139
ENSG00004029,54,129,144,275,65,126
ENSG00004030,251,138,444,843,290,76
ENSG00004031,62,77,65,173,12,35
ENSG00004032,904,504,682,939,741,318
ENSG00004033,22,53,58,87,49,29
ENSG00004034,38,146,83,380,260,161
ENSG00004035,19,2,8,22,4,7
ENSG00004036,0,0,1,4,4,1
ENSG00004037,154,66,87,700,443,313
ENSG00004038,188,166,195,477,137,143
ENSG00004039,7,5,6,9,1,6
ENSG00004040,56,21,32,53,20,22
ENSG00004041,13,1,12,58,8,25
ENSG00004042,276,710,927,870,645,667
ENSG00004043,24,24,19,56,18,15
ENSG00004044,45,52,44,173,96,153
ENSG00004045,8,7,1,9,6,7
ENSG00004046,6,3,3,9,2,5
ENSG00004047,66,19,20,111,15,23
ENSG00004048,4,3,6,25,3,8
ENSG00004049,87,51,41,164,32,83
ENSG00004050,1495,647,743,2880,868,795
ENSG00004051,218,130,158,2099,273,338
ENSG00004052,39,96,37,98,79,68
ENSG00004053,51,13,13,63,32,9
ENSG00004054,90,118,163,336,174,106
ENSG00004055,133,88,147,563,131,143
ENSG00004056,12,31,13,113,11,39
ENSG00004057,158,296,228,502,182,193
ENSG00004058,8,5,17,22,14,6
ENSG00004059,151,139,115,424,137,139
ENSG00004060,3159,1901,2963,3725,1190,692
ENSG00004061,49,48,83,143,105,39
ENSG00004062,48,91,52,241,26,83
ENSG00004063,3,1,2,26,10,3
ENSG00004064,62,71,110,160,69,97
ENSG00004065,71,10,58,120,82,33
ENSG00004066,450,757,635,2886,885,1232
ENSG00004067,12,18,35,39,17,18
ENSG00004068,1530,1624,2916,3060,1217,1894
ENSG00004069,119,145,175,1042,139,299
ENSG00004070,66,41,44,265,83,209
ENSG00004071,349,250,575,340,228,218
ENSG00004072,109,63,46,80,53,18
ENSG00004073,202,86,73,185,59,86
ENSG00004074,561,166,360,1627,536,596
ENSG00004075,27,18,14,28,24,10
ENSG00004076,385,123,319,657,154,164
ENSG00004077,52,48,43,271,48,70
ENSG00004078,362,249,435,1479,642,334
ENSG00004079,115,145,225,179,100,104
ENSG00004080,33,25,28,21,4,17
ENSG00004081,79,129,162,90,86,75
ENSG00004082,31,57,58,141,48,35
ENSG00004083,50,20,97,521,145,59
ENSG00004084,19,7,2,14,17,11
ENSG00004085,316,797,655,1473,303,666
ENSG00004086,66,102,22,83,25,11
ENSG00004087,72,155,180,682,157,174
ENSG00004088,161,97,140,577,146,124
ENSG00004089,30,17,33,117,47,25
ENSG00004090,976,476,1069,1802,586,284
ENSG00004091,27,27,28,29,32,23
ENSG00004092,19,11,13,72,34,51
ENSG00004093,59,49,15,104,46,22
ENSG00004094,265,286,290,362,168,122
ENSG00004095,310,209,605,1223,365,443
ENSG00004096,9,6,23,56,26,20
ENSG00004097,32,42,35,145,16,69
ENSG00004098,10,13,15,51,11,10
ENSG00004099,6,6,5,51,23,16
ENSG00004100,917,1217,849,2391,1325,945
ENSG00004101,444,683,629,350,141,177
ENSG00004102,96,61,85,502,245,192
ENSG00004103,14,7,3,13,4,4
ENSG00004104,9,25,48,123,32,32
ENSG00004105,50,51,157,1131,175,287
ENSG00004106,23,15,18,45,21,29
ENSG00004107,99,64,52,213,81,97
ENSG00004108,9,10,8,15,5,6
ENSG00004109,0,0,2,2,0,0
ENSG00004110,32,14,8,53,3,38
ENSG00004111,7,3,10,8,8,8
ENSG00004112,69,35,35,123,56,23
ENSG00004113,16,9,19,20,8,3
ENSG00004114,187,108,82,595,255,182
ENSG00004115,1035,485,1621,2558,700,953
ENSG00004116,30,13,6,97,23,24
ENSG00004117,205,124,183,182,128,110
ENSG00004118,14,12,21,21,3,14
ENSG00004119,29,13,34,32,20,6
ENSG00004120,672,624,479,1654,657,1029
ENSG00004121,793,603,1113,4737,1104,978
ENSG00004122,2,13,3,8,11,13
ENSG00004123,0,4,3,3,2,1
ENSG00004124,11,18,7,31,11,1
ENSG00004125,19,35,32,99,17,17
ENSG00004126,13,15,16,39,13,14
ENSG00004127,20,21,29,51,28,28
ENSG00004128,59,77,73,185,71,52
ENSG00004129,77,29,65,279,50,53
ENSG00004130,275,376,516,859,163,213
ENSG00004131,262,498,404,758,243,210
ENSG00004132,1456,664,1179,2415,1020,918
ENSG00004133,150,72,47,244,82,119
ENSG00004134,109,56,99,136,68,45
ENSG00004135,85,88,119,342,85,114
ENSG00004136,202,262,360,918,342,530
ENSG00004137,54,38,84,184,50,57
ENSG00004138,99,94,104,88,58,61
ENSG00004139,17,29,44,61,21,11
ENSG00004140,21,42,17,84,31,31
ENSG00004141,710,998,1047,1958,2139,1425
ENSG00004142,126,101,90,153,107,143
ENSG00004143,62,67,62,152,87,40
ENSG00004144,81,51,65,170,75,52
ENSG00004145,80,121,76,58,32,65
ENSG00004146,165,81,170,253,161,159
ENSG00004147,14,45,57,69,27,36
ENSG00004148,56,157,65,191,122,106
ENSG00004149,28,20,41,46,12,28
ENSG00004150,64,45,63,238,52,36
ENSG00004151,454,230,295,1531,632,508
ENSG00004152,48,47,44,197,79,54
ENSG00004153,59,97,29,114,182,162
ENSG00004154,2695,1056,5198,11991,5549,5264
ENSG00004155,15,14,25,76,11,14
ENSG00004156,199,160,159,281,291,294
ENSG00004157,2,3,0,13,9,3
ENSG00004158,100,37,48,121,34,25
ENSG00004159,506,413,646,947,589,915
ENSG00004160,18,17,9,57,52,12
ENSG00004161,47,56,47,134,24,59
ENSG00004162,0,1,0,1,2,0
ENSG00004163,341,205,465,2000,1020,274
ENSG00004164,11,2,17,31,5,6
ENSG00004165,526,790,417,1821,586,993
ENSG00004166,10,18,29,86,32,16
ENSG00004167,12,21,7,90,21,10
ENSG00004168,161,57,187,404,190,70
ENSG00004169,19,45,56,182,63,82
ENSG00004170,34,24,25,23,11,7
ENSG00004171,7,9,22,31,8,6
ENSG00004172,126,152,244,430,82,295
ENSG00004173,319,265,419,415,306,111
ENSG00004174,1,0,1,8,2,5
ENSG00004175,750,96,410,1644,397,296
ENSG00004176,15,9,12,40,11,24
ENSG00004177,8,14,39,19,23,26
ENSG00004178,37,16,17,30,10,15
ENSG00004179,30,6,38,124,19,28
ENSG00004180,9,16,15,20,4,4
ENSG00004181,763,914,599,2252,592,1564
ENSG00004182,8,0,7,4,4,6
ENSG00004183,47,43,43,82,29,10
ENSG00004184,78,97,136,161,103,18
ENSG00004185,30,14,31,141,28,20
ENSG00004186,56,37,28,100,25,44
ENSG00004187,89,51,97,156,98,64
ENSG00004188,7,7,9,11,15,20
ENSG00004189,197,196,204,848,186,407
ENSG00004190,20,13,16,17,8,18
ENSG00004191,6,5,5,59,8,12
ENSG00004192,251,214,274,285,127,172
ENSG00004193,275,89,194,267,175,155
ENSG00004194,23,60,68,223,89,41
ENSG00004195,132,112,141,292,126,205
ENSG00004196,2,3,0,5,4,3
ENSG00004197,3,1,7,4,4,1
ENSG00004198,143,135,137,195,67,255
ENSG00004199,29,45,87,241,31,39
ENSG00004200,850,695,1148,1134,725,425
ENSG00004201,29,22,24,83,4,24
ENSG00004202,11,12,22,48,22,16
ENSG00004203,70,93,101,347,274,118
ENSG00004204,216,186,343,1144,596,250
ENSG00004205,104,48,112,89,92,45
ENSG00004206,0,0,2,3,3,2
ENSG00004207,1255,815,834,1083,472,472
ENSG00004208,58,70,155,233,136,105
ENSG00004209,101,235,181,273,53,88
ENSG00004210,190,120,114,319,107,49
ENSG00004211,2,3,2,2,1,1
ENSG00004212,22,22,21,25,17,17
ENSG00004213,135,98,319,758,97,167
ENSG00004214,549,1204,954,747,388,233
ENSG00004215,7,8,16,25,31,4
ENSG00004216,17,6,19,14,7,13
ENSG00004217,34,23,36,102,41,18
ENSG00004218,2,4,4,8,3,5
ENSG00004219,1,2,4,12,1,1
ENSG00004220,15,8,12,18,3,0
ENSG00004221,51,115,130,320,40,50
ENSG00004222,33,66,42,85,28,12
ENSG00004223,106,148,98,475,83,168
ENSG00004224,56,100,63,146,95,53
ENSG00004225,80,79,74,119,126,54
ENSG00004226,87,133,106,160,121,125
ENSG00004227,16,4,8,10,9,5
ENSG00004228,6,3,1,13,5,1
ENSG00004229,133,167,143,1052,287,223
ENSG00004230,172,81,281,413,114,82
ENSG00004231,93,49,82,156,114,63
ENSG00004232,207,158,116,293,170,172
ENSG00004233,36,32,44,137,54,12
ENSG00004234,405,536,419,821,418,420
ENSG00004235,77,122,72,440,111,66
ENSG00004236,87,104,152,253,186,212
ENSG00004237,148,164,437,542,204,138
ENSG00004238,8,4,3,20,3,2
ENSG00004239,972,1301,1316,2274,577,558
ENSG00004240,8,6,28,78,8,14
ENSG00004241,254,132,141,807,387,339
ENSG00004242,548,353,557,707,408,342
ENSG00004243,11,6,19,73,35,13
ENSG00004244,88,59,105,412,60,130
ENSG00004245,23,18,103,83,46,35
ENSG00004246,46,22,60,62,14,14
ENSG00004247,205,190,112,519,259,108
ENSG00004248,10,24,45,63,29,26
ENSG00004249,19,33,67,93,64,40
ENSG00004250,190,54,77,381,66,145
ENSG00004251,111,142,139,245,92,28
ENSG00004252,816,348,618,2826,607,585
ENSG00004253,46,15,44,62,18,13
ENSG00004254,41,22,12,87,11,7
ENSG00004255,270,234,188,1238,498,260
ENSG00004256,45,49,117,177,91,33
ENSG00004257,120,172,163,472,188,135
ENSG00004258,357,366,940,647,211,177
ENSG00004259,252,112,139,291,156,99
ENSG00004260,16,40,10,57,32,31
ENSG00004261,3083,3010,4327,2627,1443,1499
ENSG00004262,3,1,11,21,7,7
ENSG00004263,5,4,0,12,5,1
ENSG00004264,44,21,31,310,244,260
ENSG00004265,1,2,10,7,3,4
ENSG00004266,4,15,14,17,5,7
ENSG00004267,274,272,291,444,222,222
ENSG00004268,381,338,359,186,72,88
ENSG00004269,14,30,41,75,14,7
ENSG00004270,39,35,25,175,68,65
ENSG00004271,83,149,134,363,152,241
ENSG00004272,82,55,70,267,89,76
ENSG00004273,49,47,132,153,59,47
ENSG00004274,6,7,7,15,5,7
ENSG00004275,0,1,0,4,0,3
ENSG00004276,13,9,17,48,44,13
ENSG00004277,17,32,22,47,32,46
ENSG00004278,44,48,72,65,119,44
ENSG00004279,587,261,322,1423,131,266
ENSG00004280,21,14,24,34,7,20
ENSG00004281,645,876,599,2426,863,519
ENSG00004282,777,748,1352,5065,937,1919
ENSG00004283,447,930,368,2147,689,273
ENSG00004284,1037,578,1528,4065,754,923
ENSG00004285,9,4,5,23,11,8
ENSG00004286,574,559,265,1774,466,735
ENSG00004287,52,30,50,97,38,19
ENSG00004288,30,50,47,56,19,34
ENSG00004289,114,93,59,34,46,48
ENSG00004290,22,36,23,112,25,20
ENSG00004291,31,30,57,124,9,15
ENSG00004292,152,112,251,426,80,64
ENSG00004293,39,52,80,126,30,28
ENSG00004294,92,25,100,120,46,33
ENSG00004295,66,33,25,46,14,32
ENSG00004296,79,34,41,152,43,30
ENSG00004297,79,25,49,93,12,13
ENSG00004298,386,123,327,1262,140,196
ENSG00004299,2,6,5,2,3,4
ENSG00004300,729,809,530,1403,491,504
ENSG00004301,35,13,35,54,35,7
ENSG00004302,38,25,33,137,35,19
ENSG00004303,1267,2061,2205,7975,2544,2379
ENSG00004304,0,1,1,3,3,1
ENSG00004305,238,244,241,583,122,282
ENSG00004306,96,122,270,324,343,93
ENSG00004307,90,52,87,139,99,52
ENSG00004308,0,0,3,5,2,0
ENSG00004309,89,126,128,179,149,137
ENSG00004310,324,462,200,761,303,228
ENSG00004311,21,8,19,40,7,18
ENSG00004312,26,36,12,35,9,20
ENSG00004313,5,4,3,25,11,4
ENSG00004314,27,33,40,244,32,47
ENSG00004315,487,290,613,1034,495,208
ENSG00004316,4,3,5,38,8,13
ENSG00004317,4,1,9,28,6,9
ENSG00004318,78,115,67,81,35,37
ENSG00004319,129,219,353,1281,276,283
ENSG00004320,72,53,66,269,99,23
ENSG00004321,6,1,8,24,3,5
ENSG00004322,124,74,153,262,208,101
ENSG00004323,105,83,185,997,321,307
ENSG00004324,8,8,7,12,3,7
ENSG00004325,1235,907,2807,2705,716,467
ENSG00004326,30,23,18,47,26,21
ENSG00004327,127,105,149,425,297,271
ENSG00004328,147,268,129,329,82,265
ENSG00004329,15,7,6,11,2,5
ENSG00004330,78,108,36,273,114,89
ENSG00004331,385,339,532,472,274,683
ENSG00004332,41,59,89,108,157,41
ENSG00004333,144,139,490,1206,263,544
ENSG00004334,14,17,39,42,11,20
ENSG00004335,13,7,19,39,8,4
ENSG00004336,53,31,64,139,28,11
ENSG00004337,2,6,4,11,6,3
ENSG00004338,56,71,82,141,30,16
ENSG00004339,287,259,171,1035,177,175
ENSG00004340,381,507,537,2635,1164,744
ENSG00004341,121,166,209,234,122,121
ENSG00004342,22,10,26,144,54,71
ENSG00004343,5,21,32,82,12,30
ENSG00004344,65,63,167,165,205,89
ENSG00004345,68,43,135,184,72,175
ENSG00004346,39,55,34,150,53,53
ENSG00004347,73,83,127,176,66,61
ENSG00004348,216,223,262,531,207,353
ENSG00004349,9,5,9,7,2,2
ENSG00004350,45,45,116,178,28,33
ENSG00004351,2,6,8,34,8,5
ENSG00004352,20,14,32,116,37,50
ENSG00004353,285,349,499,368,403,129
ENSG00004354,52,13,38,157,45,29
ENSG00004355,426,196,702,1398,204,517
ENSG00004356,62,71,120,207,86,60
ENSG00004357,28,15,8,79,13,13
ENSG00004358,24,6,17,78,24,24
ENSG00004359,135,119,310,652,214,193
ENSG00004360,82,131,160,453,201,225
ENSG00004361,950,864,484,3001,200,537
ENSG00004362,25,29,62,63,48,17
ENSG00004363,113,33,54,143,33,41
ENSG00004364,33,13,29,14,3,10
ENSG00004365,34,61,56,118,57,69
ENSG00004366,113,57,183,181,91,136
ENSG00004367,311,215,379,1070,286,260
ENSG00004368,2,2,2,11,3,4
ENSG00004369,564,269,215,445,172,112
ENSG00004370,1,0,0,0,1,0
ENSG00004371,33,33,39,60,22,16
ENSG00004372,21,54,43,113,70,33
ENSG00004373,31,56,30,80,32,44
ENSG00004374,158,327,428,435,168,243
ENSG00004375,2,1,4,5,3,5
ENSG00004376,7,4,3,15,8,5
ENSG00004377,35,25,26,79,43,50
ENSG00004378,28,48,89,62,19,17
ENSG00004379,40,20,40,66,60,38
ENSG00004380,367,218,376,1173,385,603
ENSG00004381,1295,914,2359,10959,1821,1555
ENSG00004382,144,169,208,276,142,115
ENSG00004383,87,49,92,243,83,92
ENSG00004384,46,27,20,86,35,28
ENSG00004385,14,21,13,32,13,10
ENSG00004386,2563,1665,1989,5892,2450,2006
ENSG00004387,29,14,60,83,29,57
ENSG00004388,19,9,17,27,16,12
ENSG00004389,209,173,124,30,18,44
ENSG00004390,55,18,46,138,25,44
ENSG00004391,109,84,46,318,81,30
ENSG00004392,201,218,347,612,390,141
ENSG00004393,100,103,149,99,88,153
ENSG00004394,53,55,90,104,62,51
ENSG00004395,7,6,4,20,5,3
ENSG00004396,60,87,96,243,36,92
ENSG00004397,178,95,277,583,291,92
ENSG00004398,73,111,105,204,91,58
ENSG00004399,8,31,9,36,17,6
ENSG00004400,19,6,7,77,10,40
ENSG00004401,207,214,442,614,122,344
ENSG00004402,269,134,290,110,331,181
ENSG00004403,30,20,41,68,69,32
ENSG00004404,149,131,142,567,87,62
ENSG00004405,12,8,17,37,16,8
ENSG00004406,65,56,68,118,84,91
ENSG00004407,199,109,208,438,212,127
ENSG00004408,51,48,25,124,13,51
ENSG00004409,20,15,78,107,73,49
ENSG00004410,0,2,0,1,0,0
ENSG00004411,71,42,70,130,62,43
ENSG00004412,86,46,40,42,66,54
ENSG00004413,8,6,5,29,9,3
ENSG00004414,31,33,54,226,107,42
ENSG00004415,75,138,39,380,91,211
ENSG00004416,15,29,62,22,8,6
ENSG00004417,293,385,167,574,453,343
ENSG00004418,76,36,39,149,64,57
ENSG00004419,32,20,23,39,69,29
ENSG00004420,19,24,20,36,20,16
ENSG00004421,233,305,883,1498,303,428
ENSG00004422,53,36,69,382,84,58
ENSG00004423,13,20,18,61,23,19
ENSG00004424,29,51,49,58,22,14
ENSG00004425,3,5,11,10,5,3
ENSG00004426,63,106,194,497,163,239
ENSG00004427,377,249,766,674,566,261
ENSG00004428,45,28,71,162,62,52
ENSG00004429,23,10,8,12,6,8
ENSG00004430,56,94,62,355,123,113
ENSG00004431,3,2,6,6,1,2
ENSG00004432,9,3,9,28,10,4
ENSG00004433,10,4,6,24,8,5
ENSG00004434,5,7,5,20,8,1
ENSG00004435,12,13,16,39,5,8
ENSG00004436,9,4,13,29,12,11
ENSG00004437,10,10,17,79,26,13
ENSG00004438,442,511,805,1533,582,634
ENSG00004439,23,40,21,19,23,8
ENSG00004440,4,35,16,235,84,89
ENSG00004441,11,11,10,8,9,2
ENSG00004442,25,14,9,189,47,24
ENSG00004443,70,32,68,270,89,68
ENSG00004444,45,79,67,215,44,52
ENSG00004445,3,0,4,9,2,5
ENSG00004446,8,1,8,18,6,6
ENSG00004447,23,31,40,82,20,14
ENSG00004448,19,28,96,78,13,57
ENSG00004449,60,98,75,43,56,128
ENSG00004450,33,20,33,60,31,7
ENSG00004451,5,26,21,65,31,30
ENSG00004452,33,9,27,132,42,63
ENSG00004453,21,16,14,44,15,9
ENSG00004454,7,6,11,15,11,6
ENSG00004455,577,181,465,688,326,170
ENSG00004456,60,67,146,324,139,125
ENSG00004457,64,70,138,164,49,49
ENSG00004458,11,15,17,42,16,9
ENSG00004459,13,7,4,41,24,38
ENSG00004460,39,14,57,77,54,11
ENSG00004461,861,897,1710,3644,413,651
ENSG00004462,172,166,216,605,217,128
ENSG00004463,22,46,34,66,25,24
ENSG00004464,39,61,33,64,13,15
ENSG00004465,52,62,97,173,92,43
ENSG00004466,126,128,374,491,113,264
ENSG00004467,25,10,24,74,52,3
ENSG00004468,78,83,135,141,57,72
ENSG00004469,82,70,138,468,191,214
ENSG00004470,16,23,23,172,19,51
ENSG00004471,69,54,80,353,133,87
ENSG00004472,291,161,270,626,205,138
ENSG00004473,54,44,120,46,56,27
ENSG00004474,6,2,5,33,21,15
ENSG00004475,106,121,157,194,55,174
ENSG00004476,350,152,295,324,279,165
ENSG00004477,883,396,754,1703,865,598
ENSG00004478,363,236,393,527,390,148
ENSG00004479,44,66,32,107,18,76
ENSG00004480,33,21,20,99,21,24
ENSG00004481,156,213,99,972,170,257
ENSG00004482,179,200,111,283,123,129
ENSG00004483,1,4,4,43,9,4
ENSG00004484,25,32,37,154,29,58
ENSG00004485,3,4,1,13,10,8
ENSG00004486,18,15,14,34,7,7
ENSG00004487,58,80,25,335,99,85
ENSG00004488,88,53,50,165,47,49
ENSG00004489,26,66,21,66,5,11
ENSG00004490,635,278,441,1064,537,399
ENSG00004491,256,96,185,999,468,434
ENSG00004492,14,11,8,45,24,9
ENSG00004493,13,8,9,35,16,31
ENSG00004494,32,51,120,174,33,30
ENSG00004495,280,250,162,267,201,179
ENSG00004496,41,41,104,177,136,51
ENSG00004497,2129,2667,1860,4865,5102,4427
ENSG00004498,18,23,23,99,12,14
ENSG00004499,1744,2217,2277,1649,1046,1163
ENSG00004500,739,816,438,2113,726,752
ENSG00004501,489,602,872,543,299,566
ENSG00004502,2,0,1,4,1,1
ENSG00004503,177,224,140,563,289,231
ENSG00004504,124,259,340,874,463,292
ENSG00004505,1596,496,626,931,409,650
ENSG00004506,191,209,308,2019,368,390
ENSG00004507,29,46,33,161,79,46
ENSG00004508,370,261,658,1970,446,505
ENSG00004509,44,62,158,135,70,50
ENSG00004510,17,19,17,18,11,1
ENSG00004511,373,132,160,855,267,184
ENSG00004512,45,34,32,80,21,21
ENSG00004513,46,31,56,80,57,22
ENSG00004514,155,265,180,836,402,178
ENSG00004515,16,26,11,23,13,6
ENSG00004516,23,67,27,155,48,31
ENSG00004517,14,10,7,44,8,10
ENSG00004518,588,210,321,1545,486,271
ENSG00004519,22,14,32,75,22,18
ENSG00004520,112,60,71,161,63,69
ENSG00004521,29,38,80,102,11,41
ENSG00004522,49,41,28,190,167,138
ENSG00004523,28,23,43,104,26,43
ENSG00004524,652,262,700,1458,522,1402
ENSG00004525,12,12,12,42,6,4
ENSG00004526,143,132,201,618,187,339
ENSG00004527,34,75,156,260,179,84
ENSG00004528,120,94,158,128,137,113
ENSG00004529,45,18,23,104,20,28
ENSG00004530,76,61,113,423,114,92
ENSG00004531,633,215,391,2023,118,484
ENSG00004532,304,193,38,370,221,111
ENSG00004533,29,78,73,123,16,32
ENSG00004534,0,0,0,0,0,0
ENSG00004535,28,39,27,71,33,26
ENSG00004536,108,80,135,961,155,98
ENSG00004537,8,13,29,44,12,25
ENSG00004538,421,912,576,2358,521,603
ENSG00004539,201,227,285,851,223,134
ENSG00004540,7,28,5,15,8,12
ENSG00004541,105,68,110,159,111,96
ENSG00004542,42,40,55,341,98,156
ENSG00004543,30,21,23,66,41,16
ENSG00004544,11,39,29,37,11,34
ENSG00004545,3,4,1,10,3,2
ENSG00004546,77,49,114,207,52,59
ENSG00004547,23,21,10,46,31,24
ENSG00004548,57,59,94,256,51,47
ENSG00004549,21,7,6,13,7,9
ENSG00004550,212,253,149,510,342,130
ENSG00004551,72,40,119,50,30,28
ENSG00004552,473,1045,725,3134,1157,853
ENSG00004553,10,40,24,211,18,33
ENSG00004554,18,16,24,117,13,29
ENSG00004555,33,56,26,79,32,46
ENSG00004556,45,57,41,213,56,63
ENSG00004557,41,16,30,43,17,39
ENSG00004558,468,1196,661,2819,300,489
ENSG00004559,35,25,16,52,48,24
ENSG00004560,1003,564,751,2237,892,370
ENSG00004561,140,152,157,532,285,93
ENSG00004562,106,613,194,3365,589,834
ENSG00004563,126,48,73,84,110,45
ENSG00004564,200,243,267,329,92,166
ENSG00004565,590,461,375,833,249,228
ENSG00004566,1419,1019,1189,3538,2492,614
ENSG00004567,3,10,24,68,22,18
ENSG00004568,54,46,52,131,45,39
ENSG00004569,52,67,67,186,95,98
ENSG00004570,384,911,771,3239,434,1544
ENSG00004571,1,4,3,17,6,7
ENSG00004572,2572,2898,1720,2462,377,1821
ENSG00004573,84,56,24,438,104,153
ENSG00004574,98,28,94,241,51,67
ENSG00004575,64,47,53,65,62,77
ENSG00004576,32,6,16,36,13,15
ENSG00004577,316,507,172,404,454,276
ENSG00004578,12,11,18,57,8,17
ENSG00004579,115,72,102,188,118,59
ENSG00004580,185,175,225,533,313,189
ENSG00004581,487,473,528,927,350,301
ENSG00004582,2081,1264,2072,4962,2309,978
ENSG00004583,44,37,67,123,60,80
ENSG00004584,6,0,3,5,3,1
ENSG00004585,107,68,115,250,143,147
ENSG00004586,14,4,11,70,34,10
ENSG00004587,151,219,99,438,156,213
ENSG00004588,29,50,31,131,50,18
ENSG00004589,37,14,33,96,21,49
ENSG00004590,82,280,453,655,327,192
ENSG00004591,82,57,125,268,117,86
ENSG00004592,81,48,54,191,50,74
ENSG00004593,82,48,132,129,43,70
ENSG00004594,10,26,21,72,21,26
ENSG00004595,53,11,9,78,15,14
ENSG00004596,142,214,58,132,85,39
ENSG00004597,648,333,936,1259,502,580
ENSG00004598,0,0,2,2,1,3
ENSG00004599,275,205,412,352,206,322
ENSG00004600,16,12,12,34,17,15
ENSG00004601,36,17,58,117,20,15
ENSG00004602,98,22,43,154,49,51
ENSG00004603,454,1690,754,2621,1684,1243
ENSG00004604,70,39,105,381,128,79
ENSG00004605,101,58,62,134,55,57
ENSG00004606,33,56,54,144,36,37
ENSG00004607,1,1,2,9,1,1
ENSG00004608,90,64,50,166,14,94
ENSG00004609,151,127,173,530,238,96
ENSG00004610,2,8,21,22,12,9
ENSG00004611,1916,1106,4020,9001,2448,3158
ENSG00004612,119,112,182,366,125,102
ENSG00004613,0,0,0,1,1,1
ENSG00004614,16,12,23,19,12,15
ENSG00004615,368,220,175,606,276,118
ENSG00004616,185,112,228,390,115,272
ENSG00004617,125,110,162,746,394,289
ENSG00004618,7,8,24,52,13,18
ENSG00004619,15,9,17,20,16,4
ENSG00004620,8,7,20,50,9,6
ENSG00004621,48,64,43,75,14,29
ENSG00004622,92,34,94,311,136,124
ENSG00004623,97,46,80,449,78,112
ENSG00004624,68,55,57,321,144,99
ENSG00004625,47,81,34,57,62,30
ENSG00004626,22,6,35,54,28,11
ENSG00004627,574,1204,893,1371,1388,507
ENSG00004628,155,161,169,216,27,95
ENSG00004629,22,11,18,18,17,24
ENSG00004630,30,11,26,27,12,26
ENSG00004631,778,1015,750,1770,859,808
ENSG00004632,199,118,104,665,191,324
ENSG00004633,90,329,439,547,330,201
ENSG00004634,698,492,1009,2978,682,944
ENSG00004635,32,26,25,199,49,68
ENSG00004636,224,763,1185,1062,550,340
ENSG00004637,17,22,19,43,25,17
ENSG00004638,33,14,38,70,23,18
ENSG00004639,10,9,8,10,5,8
ENSG00004640,21,35,40,35,36,50
ENSG00004641,10,9,11,9,8,3
ENSG00004642,1,0,1,3,1,0
ENSG00004643,0,7,6,17,1,2
ENSG00004644,49,88,148,284,83,47
ENSG00004645,9,14,15,40,19,15
ENSG00004646,22,21,11,68,11,18
ENSG00004647,433,929,677,595,267,280
ENSG00004648,612,925,809,3005,861,402
ENSG00004649,25,40,46,89,12,12
ENSG00004650,778,297,369,1880,862,466
ENSG00004651,82,58,82,99,67,54
ENSG00004652,9,13,19,5,12,0
